planet,day,x,y,z
Venus,107.52505010020039,107915530.80934817,-11840619.861394461,-6391523.70083021
Venus,108.25651302605209,108124363.2248102,-9648374.328095006,-6373616.603780587
Venus,108.9879759519038,108288624.5341593,-7452151.577966914,-6353082.170305135
Venus,109.71943887775551,108408234.17206833,-5252856.055930796,-6329928.111051026
Venus,110.45090180360721,108483129.67790265,-3051393.9824204985,-6304163.206070606
Venus,111.18236472945891,108513266.74185348,-848672.9973809671,-6275797.302618901
Venus,111.91382765531061,108498619.24440484,1354398.1971378042,-6244841.312547106
Venus,112.64529058116231,108439179.28908567,3556910.195680438,-6211307.209290768
Venus,113.37675350701402,108334957.22845982,5757953.2492630975,-6175208.0244515
Venus,114.10821643286573,108185981.6833077,7956617.626313678,-6136557.843971162
Venus,114.83967935871743,107992299.55495538,10151993.974556722,-6095371.803897528
Venus,115.57114228456913,107753976.03070801,12343173.683723949,-6051666.085740603
Venus,116.30260521042084,107471094.58234616,14529249.248968946,-6005457.911418864
Venus,117.03406813627254,107143756.95764539,16709314.634862779,-5956765.5377948005
Venus,117.76553106212424,106772083.1648809,18882465.639846448,-5905608.250799263
Venus,118.49699398797594,106356211.45028141,21047800.261011682,-5852006.359144296
Venus,119.22845691382764,105896298.26839723,23204419.059083797,-5795981.187624169
Venus,119.95991983967934,105392518.24535103,25351425.52347473,-5737555.070004578
Venus,120.69138276553106,104845064.13494039,27487926.43727388,-5676751.341500055
Venus,121.42284569138276,104254146.76756398,29613032.242044058,-5613594.330839769
Venus,122.15430861723446,103619994.9919458,31725857.40228608,-5548109.351922085
Venus,122.88577154308616,102942855.60963304,33825520.76943448,-5480322.695058405
Venus,123.61723446893787,102222993.30224712,35911145.94524499,-5410261.617806952
Venus,124.34869739478957,101460690.55146798,37981861.64443437,-5337954.335397297
Venus,125.08016032064127,100656247.55173618,40036802.05642799,-5263430.010746689
Venus,125.81162324649299,99809982.1156586,42075107.206072114,-5186718.744069346
Venus,126.54308617234469,98922229.57210675,44095923.31316569,-5107851.562080021
Venus,127.27454909819639,97993342.65699935,46098403.150663435,-5026860.406793436
Venus,128.0060120240481,97023691.39676408,48081706.40140185,-4943778.123921261
Venus,128.7374749498998,96013662.98447588,50045000.013197914,-4858638.450868602
Venus,129.4689378757515,94963661.6486723,51987458.55216904,-4771476.004332037
Venus,130.2004008016032,93874108.51484996,53908264.554121,-4682326.267501575
Venus,130.9318637274549,92745441.45964864,55806608.87385053,-4591225.576868979
Venus,131.6633266533066,91578114.95773369,57681691.03220541,-4498211.108645241
Venus,132.3947895791583,90372599.92138994,59532719.56074771,-4403320.864790061
Venus,133.12625250501,89129383.53284408,61358912.34386154,-4306593.658656491
Venus,133.8577154308617,87848969.0693371,63159496.95814533,-4208069.100254171
Venus,134.58917835671343,86531875.72096857,64933711.00893296,-4107787.581134539
Venus,135.32064128256513,85178638.40134431,66680802.46377816,-4005790.258902113
Venus,136.05210420841684,83789807.55105425,68400029.98274706,-3902119.041355487
Venus,136.78356713426854,82365948.93402082,70090663.24535146,-3796816.5702626877
Venus,137.51503006012024,80907643.4267529,71751983.27396531,-3689926.2047750484
Venus,138.24649298597194,79415486.80055153,73383282.75355853,-3581492.0044845343
Venus,138.97795591182364,77890089.49671288,74983866.34758712,-3471558.7121293517
Venus,139.70941883767534,76332076.39478014,76553051.0098755,-3360171.735953075
Venus,140.44088176352705,74742086.57390055,78090166.29232742,-3247377.131722748
Venus,141.17234468937875,73120773.06734557,79594554.64830333,-3133221.5844115512
Venus,141.90380761523045,71468802.61025956,81065571.7314996,-3017752.389552042
Venus,142.63527054108215,69786855.38070457,82502586.69016716,-2901017.434266093
Venus,143.36673346693385,68075624.73407237,83904982.45650761,-2783065.177977852
Venus,144.09819639278555,66335816.93094296,85272156.0310831,-2663944.632816532
Venus,144.82965931863725,64568150.85846839,86603518.76208009,-2543705.3437157716
Venus,145.56112224448896,62773357.7453687,87898496.61926478,-2422397.368216779
Venus,146.29258517034066,60952180.87062978,89156530.46247165,-2300071.255982641
Venus,147.0240480961924,59105375.265997246,90377076.3044649,-2176778.0280313827
Venus,147.7555110220441,57233707.41236649,91559605.5680159,-2052569.1556957283
Venus,148.4869739478958,55337954.93017012,92703605.33704047,-1927496.539317537
Venus,149.2184368737475,53418906.26387364,93808578.60163991,-1801612.4866854337
Venus,149.9498997995992,51477360.36068914,94874044.49689381,-1674969.691224069
Venus,150.6813627254509,49514126.343626596,95899538.5352515,-1547621.2099439828
Venus,151.4128256513026,47530023.17900184,96884612.83237416,-1419620.4411609818
Venus,152.1442885771543,45525879.338529326,97828836.32627805,-1291021.1019944756
Venus,152.875751503006,43502532.4561281,98731794.98963518,-1161877.2056541292
Venus,153.6072144288577,41460828.97957819,99593092.03508681,-1032243.0385247432
Venus,154.3386773547094,39401623.817164265,100412348.11342998,-902173.1370591733
Venus,155.0701402805611,37325779.97945287,101189201.50453888,-771722.2644896181
Venus,155.8016032064128,35234168.21634848,101923308.30088602,-640945.3873674999
Venus,156.5330661322645,33127666.649583478,102614342.58353059,-509897.6519427269
Venus,157.2645290581162,31007160.400796194,103261996.59044567,-378634.3603929565
Venus,157.99599198396794,28873541.215359017,103865980.87705779,-247210.94691397095
Venus,158.72745490981964,26727707.08212258,104426024.4688766,-115682.9536824054
Venus,159.45891783567134,24570561.849240553,104941875.00609668,15893.993298068188
Venus,160.19038076152304,22403014.836254045,105413298.8800548,147464.2084551578
